,title,extract,vectored
50,People,A people is any plurality of persons considered as a whole.,"['people,0.9528099894523621,-0.20608000457286835,0.5561800003051758,-0.4632300138473511,0.7335399985313416,0.02913700044155121,-0.19367000460624695,-0.09006600081920624,-0.22958000004291534,-0.19057999551296234,-0.34856998920440674,-1.0231000185012817,0.7429999709129333,-0.5489000082015991,0.8848400115966797,-0.14050999283790588,0.004013900179415941,0.5844799876213074,0.10767000168561935,-0.4465700089931488,-0.4320499897003174,0.9868000149726868,0.7828800082206726,0.5151299834251404,0.8578799962997437,-1.771299958229065,-0.8825899958610535,-0.5972800254821777,0.08493400365114212,-0.4811199903488159,3.9677999019622803,0.8892999887466431,-0.27063998579978943,-0.4409399926662445,-0.2621299922466278,0.08559700101613998,0.022098999470472336,-0.5837600231170654,0.1090800017118454,0.7797300219535828,-0.9544699788093567,0.4048199951648712,0.89410001039505,0.6525099873542786,0.39858001470565796,0.2088399976491928,-1.3280999660491943,-0.10881999880075455,-0.22822000086307526,-0.46303001046180725']"
51,History,"History is the systematic study and documentation of human activity. The time period of events before the invention of writing systems is considered prehistory. ""History"" is an umbrella term comprising past events as well as the memory, discovery, collection, organization, presentation, and interpretation of these events. Historians seek knowledge of the past using historical sources such as written documents, oral accounts, art and material artifacts, and ecological markers. History is not complete and still has debatable mysteries.","['history,-0.8264300227165222,1.0990999937057495,-1.1003999710083008,0.078015998005867,0.159620001912117,0.18136000633239746,-0.9355700016021729,-0.1907300055027008,0.026341000571846962,-0.08449999988079071,-0.36608999967575073,-0.05501500144600868,-0.5574700236320496,0.003045199904590845,0.7602699995040894,-0.7318099737167358,-0.08244699984788895,0.06924399733543396,-0.6478700041770935,0.8844900131225586,-0.3390600085258484,0.0071403998881578445,-0.582069993019104,-0.017597999423742294,0.49074000120162964,-2.089200019836426,-1.687999963760376,-0.6374599933624268,0.13741999864578247,0.2118699997663498,2.8561999797821045,-0.4352099895477295,0.14753000438213348,-0.8142099976539612,-0.10176999866962433,0.387470006942749,-0.7063800096511841,0.6756200194358826,-0.0950080007314682,-0.1613599956035614,-0.6418399810791016,-0.3194800019264221,0.18764999508857727,0.7602999806404114,-0.6202200055122375,0.7717300057411194,0.3834199905395508,0.45311999320983887,-0.3718799948692322,-0.6514300107955933']"
52,Way,Way may refer to:,"['way,0.536620020866394,-0.011889999732375145,-0.24985000491142273,-0.30535998940467834,0.3394699990749359,-0.10958000272512436,-0.4420900046825409,0.009938799776136875,-0.18150000274181366,0.26725998520851135,-0.43140000104904175,0.3065600097179413,-0.6887400150299072,0.0444829985499382,0.11503999680280685,0.3550499975681305,0.7232499718666077,-0.21739999949932098,-0.04688100144267082,-0.6377699971199036,-0.12444999814033508,0.45085999369621277,-0.10405000299215317,0.16282999515533447,0.8138099908828735,-1.9463000297546387,-0.3967599868774414,0.29120999574661255,0.9059299826622009,-0.7754300236701965,3.6326000690460205,0.4968299865722656,-0.508679986000061,-0.4018400013446808,0.008837900124490261,-0.23547999560832977,-0.19415999948978424,0.43334999680519104,-0.17993000149726868,-0.15557000041007996,-0.3455899953842163,0.010320000350475311,0.0443900004029274,0.33125001192092896,-0.1572200059890747,0.28525999188423157,0.14313000440597534,-0.23624999821186066,0.06334199756383896,0.17773999273777008']"
53,Art,"Art is a diverse range of human activity, and resulting product, that involves creative or imaginative talent expressive of technical proficiency, beauty, emotional power, or conceptual ideas.","['art,-0.6362800002098083,1.2969000339508057,-1.277999997138977,-0.2974500060081482,0.32062000036239624,-0.6375899910926819,-1.031599998474121,-1.4836000204086304,-0.7353699803352356,0.7603999972343445,-0.01564900018274784,0.18865999579429626,0.11918999999761581,0.02590000070631504,0.420879989862442,-0.2634600102901459,0.33992999792099,0.12065000087022781,-0.3020699918270111,0.024764999747276306,1.2486000061035156,0.39136001467704773,-1.1759999990463257,0.15051999688148499,0.037567999213933945,-1.0189000368118286,-1.6132999658584595,-0.5340099930763245,-0.119159996509552,-0.8580899834632874,2.546099901199341,-0.7231400012969971,0.3818100094795227,-1.4622000455856323,-0.5874599814414978,0.8285300135612488,-0.19442999362945557,0.9246699810028076,0.15477000176906586,0.2503899931907654,0.8446199893951416,0.07579900324344635,0.7215999960899353,-0.026481999084353447,0.27818000316619873,0.6809200048446655,0.22120000422000885,-0.7143099904060364,-0.34964001178741455,-0.03386799991130829']"
54,World,"In its most general sense, the term ""world"" refers to the totality of entities, to the whole of reality or to everything that is. The nature of the world has been conceptualized differently in different fields. Some conceptions see the world as unique while others talk of a ""plurality of worlds"". Some treat the world as one simple object while others analyze the world as a complex made up of many parts. In scientific cosmology the world or universe is commonly defined as ""[t]he totality of all space and time; all that is, has been, and will be"". Theories of modality, on the other hand, talk of possible worlds as complete and consistent ways how things could have been. Phenomenology, starting from the horizon of co-given objects present in the periphery of every experience, defines the world as the biggest horizon or the ""horizon of all horizons"". In philosophy of mind, the world is commonly contrasted with the mind as that which is represented by the mind. Theology conceptualizes the world in relation to God, for example, as God's creation, as identical to God or as the two being interdependent. In religions, there is often a tendency to downgrade the material or sensory world in favor of a spiritual world to be sought through religious practice. A comprehensive representation of the world and our place in it, as is commonly found in religions, is known as a worldview. Cosmogony is the field that studies the origin or creation of the world while eschatology refers to the science or doctrine of the last things or of the end of the world.","['world,-0.4148600101470947,0.7184799909591675,-0.304500013589859,0.8744500279426575,0.22440999746322632,-0.5648800134658813,-0.3756600022315979,-0.44800999760627747,0.6134700179100037,-0.11359000205993652,0.7455599904060364,-0.10598000138998032,-1.1881999969482422,0.5097399950027466,1.351099967956543,0.06985100358724594,0.7331399917602539,0.2677299976348877,-1.1786999702453613,-0.14800000190734863,0.03985299915075302,0.03310700133442879,-0.2740600109100342,0.2512499988079071,0.4150699973106384,-1.6188000440597534,-0.8177800178527832,-0.7389199733734131,-0.2899700105190277,0.5727699995040894,3.47189998626709,0.7381700277328491,-0.044495001435279846,-0.15118999779224396,-0.9350299835205078,-0.13152000308036804,-0.2856200039386749,0.7632700204849243,-0.8333200216293335,-0.6793000102043152,-0.3909899890422821,-0.6446599960327148,1.0044000148773193,-0.20509999990463257,0.4679900109767914,0.9931399822235107,-0.16221000254154205,-0.46022000908851624,-0.3763900101184845,-0.6754199862480164']"
55,Information,"Information is an abstract concept that refers to that which has the power to inform. At the most fundamental level information pertains to the interpretation of that which may be sensed. Any natural process that is not completely random, and any observable pattern in any medium can be said to convey some amount of information. Whereas digital signals and other data use discrete signs to convey information, other phenomena and artifacts such as analog signals, poems, pictures, music or other sounds, and currents convey information in a more continuous form. Information is not knowledge itself, but the meaning that may be derived from a representation through interpretation.","['information,0.6359099745750427,0.2814199924468994,1.1030000448226929,0.9069499969482422,0.5840799808502197,-0.666159987449646,-0.5881699919700623,-0.5511900186538696,1.0062999725341797,-0.22333000600337982,-0.021338999271392822,0.5964300036430359,0.020229000598192215,-0.33388999104499817,0.27094998955726624,0.09915900230407715,-0.6218699812889099,-0.6283400058746338,0.8742899894714355,-0.15715999901294708,0.9770100116729736,0.3671500086784363,0.6555899977684021,0.155349999666214,0.22763000428676605,-1.4112999439239502,-0.6570299863815308,-0.727150022983551,0.2593800127506256,-0.2377600073814392,3.3924999237060547,-0.5847300291061401,-0.3466799855232239,-1.748900055885315,-0.015438999980688095,0.5089899897575378,-0.25659000873565674,0.06999800354242325,0.08640199899673462,0.39500001072883606,1.070199966430664,0.08868099749088287,0.5412099957466125,0.5346800088882446,0.09773000329732895,-0.2559800148010254,-0.1555500030517578,1.5154000520706177,0.8108100295066833,0.11141999810934067']"
56,Map,"A map is a symbolic depiction emphasizing relationships between elements of some space, such as objects, regions, or themes.","['map,0.74058997631073,0.6583200097084045,0.5835300087928772,0.40779000520706177,0.22540999948978424,-0.32611000537872314,-0.49729999899864197,-1.1128000020980835,0.2959100008010864,-0.920799970626831,-0.17457999289035797,-0.3368299901485443,-0.026637999340891838,0.02040800079703331,-0.13654999434947968,0.5624399781227112,0.11542999744415283,-1.13100004196167,0.10523000359535217,0.2044299989938736,0.19491000473499298,-0.5653200149536133,0.2801699936389923,0.5040299892425537,0.488070011138916,-0.11716999858617783,-1.2532999515533447,0.18678000569343567,0.8076800107955933,-0.4125399887561798,2.1726999282836914,-0.7698299884796143,-1.3894000053405762,-1.0794999599456787,0.11395999789237976,0.08814900368452072,-0.0384799987077713,-0.04740000143647194,-0.4295099973678589,0.24955999851226807,0.442220002412796,-0.26072001457214355,0.23382000625133514,-0.9138200283050537,-0.8988100290298462,0.6195399761199951,1.281499981880188,0.13362999260425568,0.6478700041770935,-0.482369989156723']"
57,Family,"Family is a group of people related either by consanguinity or affinity. The purpose of the family is to maintain the well-being of its members and of society. Ideally, families offer predictability, structure, and safety as members mature and learn to participate in the community. Historically, most human societies use family as the primary locus of attachment, nurturance, and socialization.","['family,1.163599967956543,0.9038599729537964,-0.7427700161933899,0.49272000789642334,1.8799999952316284,0.9284999966621399,-1.0428999662399292,0.01343000028282404,-0.519029974937439,-0.6876199841499329,0.008339599706232548,0.5075399875640869,0.5179200172424316,-0.7557700276374817,1.0240999460220337,0.1761000007390976,-0.9188899993896484,0.21455000340938568,0.19232000410556793,0.19562000036239624,0.0044281999580562115,0.4070099890232086,-0.38119998574256897,0.5128600001335144,0.14278000593185425,-1.4651999473571777,-0.5519400238990784,-0.8361999988555908,0.4187699854373932,0.4079299867153168,2.5334999561309814,-0.2078700065612793,0.08876100182533264,-0.10972999781370163,0.5207399725914001,0.02625899948179722,-0.6551499962806702,-0.14249999821186066,0.44071000814437866,-0.04779599979519844,-0.2327599972486496,0.17212000489234924,-0.16843999922275543,0.6012200117111206,0.471560001373291,0.11336000263690948,-0.9603099822998047,-1.3411999940872192,-0.021467000246047974,0.04921700060367584']"
58,Government,"A government is the system or group of people governing an organized community, generally a state.","['government,0.3879700005054474,-1.0824999809265137,0.4502499997615814,-0.23341000080108643,0.08630699664354324,-0.25720998644828796,-0.1828099936246872,-0.10036999732255936,-0.5009899735450745,-0.5836099982261658,-0.05263499915599823,-0.1422400027513504,0.009021700359880924,-0.38308000564575195,0.185029998421669,0.4244399964809418,0.10610999912023544,-0.14869999885559082,1.0801000595092773,0.06575699895620346,0.6455199718475342,0.1907999962568283,-0.1456100046634674,-0.8723700046539307,-0.355679988861084,-2.434999942779541,0.284280002117157,-0.3343600034713745,-0.5613899827003479,0.9140400290489197,4.012899875640869,0.07223399728536606,-1.2477999925613403,-0.3659200072288513,-0.5023599863052368,0.011730999685823917,-0.2740899920463562,-0.5084199905395508,-0.25839999318122864,-0.09617199748754501,-0.6710900068283081,0.4022600054740906,0.27911999821662903,-0.37316998839378357,-0.45048999786376953,-0.3066200017929077,-1.6426000595092773,1.193600058555603,0.6534299850463867,-0.7629299759864807']"
59,Health,"Health, according to the World Health Organization, is ""a state of complete physical, mental and social well-being and not merely the absence of disease and infirmity"". A variety of definitions have been used for different purposes over time. Health can be promoted by encouraging healthful activities, such as regular physical exercise and adequate sleep, and by reducing or avoiding unhealthful activities or situations, such as smoking or excessive stress. Some factors affecting health are due to individual choices, such as whether to engage in a high-risk behavior, while others are due to structural causes, such as whether the society is arranged in a way that makes it easier or harder for people to get necessary healthcare services. Still, other factors are beyond both individual and group choices, such as genetic disorders.","['health,0.31161001324653625,0.339029997587204,0.03392200171947479,-0.30913999676704407,-0.43077999353408813,0.3416999876499176,-0.6863999962806702,-0.8381699919700623,1.4780000448226929,-0.5249000191688538,0.13325999677181244,-0.06908299773931503,0.4005799889564514,-0.35225000977516174,0.2045300006866455,0.16683000326156616,-0.5697799921035767,-0.13590000569820404,1.1439000368118286,0.15661999583244324,-0.23462000489234924,0.6011099815368652,-0.13867999613285065,-0.37869998812675476,-0.03633999824523926,-1.642899990081787,-0.10716000199317932,-0.7341700196266174,-0.6207699775695801,0.8890299797058105,3.396899938583374,0.885450005531311,-0.2032099962234497,-1.1282999515533447,-0.3681100010871887,0.08820600062608719,0.05552799999713898,0.396589994430542,1.607699990272522,0.031831998378038406,-0.9168400168418884,0.07665999978780746,0.6784800291061401,0.6467199921607971,0.7454900145530701,0.5671499967575073,-1.0097999572753906,0.8105300068855286,0.8594800233840942,1.0404000282287598']"
60,System,"A system is a group of interacting or interrelated elements that act according to a set of rules to form a unified whole. A system, surrounded and influenced by its environment, is described by its boundaries, structure and purpose and expressed in its functioning. Systems are the subjects of study of systems theory and other systems sciences.","['system,0.3381099998950958,-0.23768000304698944,0.7713199853897095,0.20896999537944794,-0.9610199928283691,0.2175299972295761,0.06967099756002426,-0.7931699752807617,0.35003000497817993,-0.1818699985742569,0.8042600154876709,0.6603999733924866,0.006212499924004078,0.4198000133037567,-0.8398500084877014,0.3940800130367279,-0.5760300159454346,0.690310001373291,0.26978999376296997,-0.268779993057251,-0.11202999949455261,-0.8581299781799316,-0.8229299783706665,-0.01665000058710575,0.10324999690055847,-1.8030999898910522,-0.11559999734163284,-0.268559992313385,0.31723999977111816,0.17981000244617462,4.067299842834473,-0.36699000000953674,-0.4290800094604492,-1.083799958229065,-0.2006099969148636,0.49007999897003174,0.4646100103855133,-0.12059000134468079,0.23733000457286835,-0.09704700112342834,0.01565999910235405,-0.3767299950122833,0.06523299962282181,1.0645999908447266,-1.021399974822998,0.3008899986743927,0.3347100019454956,0.23508000373840332,0.40676000714302063,0.11479000002145767']"
61,Computer,"A computer is a machine that can be programmed to carry out sequences of arithmetic or logical operations (computation) automatically. Modern digital electronic computers can perform generic sets of operations known as programs. These programs enable computers to perform a wide range of tasks. A computer system is a nominally complete computer that includes the hardware, operating system, and peripheral equipment needed and used for full operation. This term may also refer to a group of computers that are linked and function together, such as a computer network or computer cluster.","['computer,0.07908400148153305,-0.8150399923324585,1.7900999784469604,0.9165300130844116,0.10796999931335449,-0.5562800168991089,-0.8442699909210205,-1.4951000213623047,0.1341799944639206,0.6362699866294861,0.3514600098133087,0.2581300139427185,-0.5502899885177612,0.5105599761009216,0.3740899860858917,0.12092000246047974,-1.6166000366210938,0.8365300297737122,0.14202000200748444,-0.5234799981117249,0.734529972076416,0.12206999957561493,-0.4907900094985962,0.32532998919487,0.45306000113487244,-1.5850000381469727,-0.638480007648468,-1.0053000450134277,0.10453999787569046,-0.42983999848365784,3.180999994277954,-0.6218699812889099,0.16819000244140625,-1.0139000415802002,0.06405799835920334,0.5784400105476379,-0.45559999346733093,0.7378299832344055,0.37202998995780945,-0.5772200226783752,0.6644099950790405,0.055128999054431915,0.037891000509262085,1.3274999856948853,0.30990999937057495,0.5069699883460999,1.235700011253357,0.1273999959230423,-0.11433999985456467,0.20709000527858734']"
62,Meat,"Meat is animal flesh that is eaten as food. Humans have hunted, farmed, and scavenged animals for meat since prehistoric times. The establishment of settlements in the Neolithic Revolution allowed the domestication of animals such as chickens, sheep, rabbits, pigs, and cattle. This eventually led to their use in meat production on an industrial scale in slaughterhouses.","['meat,-0.09056500345468521,-1.246500015258789,-1.3551000356674194,-0.6876199841499329,0.9937199950218201,0.8795400261878967,-0.37946999073028564,-0.5007699728012085,1.4837000370025635,-0.1574299931526184,0.2880899906158447,0.14667999744415283,1.7079999446868896,0.4258800148963928,0.8337600231170654,0.587119996547699,0.3613300025463104,0.2549000084400177,-0.2839199900627136,-0.5143200159072876,0.8591200113296509,-1.0503000020980835,1.3135000467300415,0.43799999356269836,-0.37466999888420105,-1.2347999811172485,-0.039021000266075134,0.9260799884796143,1.0478999614715576,-0.5230600237846375,2.2525999546051025,-0.18499000370502472,0.059425000101327896,1.429900050163269,-0.33945000171661377,0.24862000346183777,0.0324149988591671,0.9656999707221985,0.6228700280189514,-0.061792001128196716,0.10780999809503555,0.1703599989414215,0.4497399926185608,0.2661699950695038,1.6015000343322754,1.087499976158142,-0.43432000279426575,0.5092899799346924,-0.2333800047636032,0.3413800001144409']"
63,Year,"A year is the orbital period of a planetary body, for example, the Earth, moving in its orbit around the Sun. Due to the Earth's axial tilt, the course of a year sees the passing of the seasons, marked by change in weather, the hours of daylight, and, consequently, vegetation and soil fertility. In temperate and subpolar regions around the planet, four seasons are generally recognized: spring, summer, autumn and winter. In tropical and subtropical regions, several geographical sectors do not present defined seasons; but in the seasonal tropics, the annual wet and dry seasons are recognized and tracked.","['year,-0.09879299998283386,0.26982998847961426,0.35304000973701477,-0.1072700023651123,-0.015182999894022942,0.053397998213768005,-1.0823999643325806,-0.5300499796867371,0.00954160001128912,0.07042799890041351,-0.08924999833106995,-0.6266599893569946,-0.5266199707984924,-0.5657100081443787,1.8043999671936035,0.016860000789165497,-0.44870999455451965,-0.04145999997854233,-1.1136000156402588,0.1748799979686737,0.49560999870300293,-0.38238000869750977,0.30184999108314514,-0.7067499756813049,-0.3589099943637848,-1.5163999795913696,-0.024403000250458717,-0.5410699844360352,-0.36162999272346497,0.5280299782752991,3.6552999019622803,0.7121400237083435,-0.1699499934911728,0.36368000507354736,0.3398999869823456,-0.4818600118160248,0.10936000198125839,0.6142799854278564,0.15696999430656433,-0.7071599960327148,-1.2359000444412231,-0.014258000068366528,0.09558799862861633,-0.3063400089740753,-0.49740999937057495,-0.04939400032162666,-0.16696999967098236,0.11971999704837799,-0.375110000371933,0.09834799915552139']"
64,Thanks,"Thanks may refer to:Thank you, a common expression of gratitude","['thanks,0.047380998730659485,0.31334999203681946,0.057291001081466675,-0.3706800043582916,0.21876999735832214,-0.38999998569488525,-0.5092599987983704,0.12472999840974808,0.17589999735355377,0.9890199899673462,0.09246300160884857,0.04295999929308891,-0.09961699694395065,-0.38457998633384705,0.06723599880933762,-0.32366999983787537,-0.018379999324679375,-0.5905100107192993,-0.26440000534057617,-0.06429299712181091,-0.022127000615000725,-0.15892000496387482,-0.34323999285697937,-0.603659987449646,0.5242800116539001,-0.9718400239944458,-0.12962999939918518,-0.16221000254154205,0.3915500044822693,0.2909500002861023,2.752000093460083,1.0999000072479248,0.4975599944591522,0.146139994263649,-0.22748999297618866,0.10083000361919403,-0.1858700066804886,0.7447800040245056,-0.21412000060081482,-0.8843799829483032,0.13450999557971954,-0.022928999736905098,-0.40435001254081726,-0.47925999760627747,-0.07858999818563461,0.304500013589859,-0.08642800152301788,-0.0567919984459877,0.21142999827861786,0.07313500344753265']"
65,Music,"Music is generally defined as the art of arranging sound to create some combination of form, harmony, melody, rhythm or otherwise expressive content. Exact definitions of music vary considerably around the world, though it is an aspect of all human societies, a cultural universal. While scholars agree that music is defined by a few specific elements, there is no consensus on their precise definitions. The creation of music is commonly divided into musical composition, musical improvisation, and musical performance, though the topic itself extends into academic disciplines, criticism, philosophy, and psychology. Music may be performed or improvised using a vast range of instruments, including the human voice.","['music,-0.9244800209999084,0.5980700254440308,-0.9950000047683716,-0.04529799893498421,-0.38835999369621277,0.03281699866056442,-1.1416000127792358,-0.30202001333236694,-0.3375299870967865,2.049799919128418,0.726140022277832,0.25758999586105347,0.06227799877524376,0.6050500273704529,0.1941400021314621,-0.33840999007225037,0.009858500212430954,0.28398001194000244,-0.02502099983394146,-0.5362300276756287,1.2342000007629395,1.073099970817566,-0.08761800080537796,0.9911400079727173,0.4966599941253662,-0.4660100042819977,-1.7858999967575073,-0.508840024471283,-0.6774399876594543,-0.9162600040435791,3.6684999465942383,-0.5821800231933594,0.7249100208282471,-0.47675999999046326,-0.35207000374794006,0.04123599827289581,0.2728799879550934,-0.20499999821186066,-0.12380000203847885,0.10142000019550323,0.5944899916648865,0.2763800024986267,-0.9274899959564209,-0.6390600204467773,-0.13325999677181244,0.5090199708938599,0.15386000275611877,-0.8654400110244751,-1.3564000129699707,0.28512999415397644']"
66,Person,"A person is a being that has certain capacities or attributes such as reason, morality, consciousness or self-consciousness, and being a part of a culturally established form of social relations such as kinship, ownership of property, or legal responsibility. The defining features of personhood and, consequently, what makes a person count as a person, differ widely among cultures and contexts.","['person,0.6173400282859802,0.40035000443458557,0.06778600066900253,-0.342629998922348,2.06469988822937,0.6084399819374084,0.32558000087738037,0.38690000772476196,0.3690600097179413,0.1655299961566925,0.0065052998252213,-0.07567399740219116,0.5709900259971619,0.1731400042772293,1.01419997215271,-0.49581000208854675,-0.38152000308036804,0.49254998564720154,-0.16737000644207,-0.3394800126552582,-0.44405001401901245,0.7754300236701965,0.20935000479221344,0.6007000207901001,0.8664900064468384,-1.892300009727478,-0.37900999188423157,-0.28044000267982483,0.6421399712562561,-0.23548999428749084,2.935800075531006,-0.08600399643182755,-0.14327000081539154,-0.5016099810600281,0.25290998816490173,-0.06544599682092667,0.6076800227165222,0.1398400068283081,0.01813500002026558,-0.34876999258995056,0.03998500108718872,0.0794299989938736,0.3931800127029419,1.0562000274658203,-0.23623999953269958,-0.41940000653266907,-0.35332000255584717,-0.15233999490737915,0.6215800046920776,0.7925699949264526']"
67,Reading,"Reading is the process of taking in the sense or meaning of letters, symbols, etc., especially by sight or touch.","['reading,-0.8646699786186218,0.52565997838974,-0.23499000072479248,-1.438099980354309,0.6208900213241577,-0.2503400146961212,-0.6517800092697144,-0.7670699954032898,-0.11494000256061554,0.3135499954223633,-0.5611400008201599,-0.2358500063419342,0.10761000216007233,-0.6952599883079529,0.2200399935245514,-0.3713800013065338,-0.6319199800491333,-0.44947999715805054,-0.30364999175071716,-0.14393000304698944,0.7581499814987183,0.5802500247955322,0.4045799970626831,0.1931300014257431,1.054900050163269,-1.0571999549865723,-0.5827900171279907,0.17383000254631042,-0.18639999628067017,-0.6117500066757202,2.625999927520752,0.36006999015808105,0.1962900012731552,-0.7987899780273438,0.07480999827384949,0.006862000096589327,0.7919999957084656,0.34801000356674194,0.002292900113388896,-0.36228999495506287,0.7632200121879578,-0.4133400022983551,-0.4884999990463257,0.4227299988269806,-0.05502000078558922,0.31707999110221863,0.7468000054359436,0.3338800072669983,0.6379899978637695,-0.004195500165224075']"
68,Method,"Method literally means a pursuit of knowledge, investigation, mode of prosecuting such inquiry, or system. In recent centuries it more often means a prescribed process for completing a task. It may refer to:Scientific method, a series of steps, or collection of methods, taken to acquire knowledge
Method, a piece of code associated with a class or object to perform a task
Method (patent), under patent law, a protected series of steps or acts
Methodology, comparison or study and critique of individual methods that are used in a given discipline or field of inquiry
Discourse on the Method, a philosophical and mathematical treatise by René Descartes
Methods (journal), a scientific journal covering research on techniques in the experimental biological and medical sciences","['method,0.5414800047874451,-0.419840008020401,-0.3342599868774414,-0.4120100140571594,0.11219999939203262,1.0476000308990479,0.4744899868965149,-0.7511100172996521,0.40817001461982727,0.7447699904441833,0.4508799910545349,0.07969199866056442,0.2820900082588196,0.10876999795436859,-0.307779997587204,-0.03666500002145767,0.4268999993801117,-0.14309999346733093,-0.03962299972772598,-0.7943900227546692,0.38589000701904297,-0.809719979763031,-0.0012993999989703298,0.2010200023651123,0.6609200239181519,-0.6899499893188477,-0.5362600088119507,-0.5150799751281738,0.42983001470565796,0.23759999871253967,2.7360000610351562,-1.1837999820709229,-1.0708999633789062,-0.6435499787330627,0.49118998646736145,0.06749799847602844,0.4212400019168854,1.396299958229065,0.18615999817848206,0.5671499967575073,0.4597100019454956,-0.06441999971866608,-0.2758199870586395,1.0218000411987305,-0.037675999104976654,-0.4059099853038788,1.2314000129699707,0.4722200036048889,0.6912699937820435,0.3719500005245209']"
69,Data,"In the pursuit of knowledge, data is a collection of discrete values that convey information, describing quantity, quality, fact, statistics, other basic units of meaning, or simply sequences of symbols that may be further interpreted. A datum is an individual value in a collection of data. Data is usually organized into structures such as tables that provide additional context and meaning, and which may themselves be used as data in larger structures. Data may be used as variables in a computational process. Data may represent abstract ideas or concrete measurements.
Data is commonly used in scientific research, economics, and in virtually every other form of human organizational activity. Examples of data sets include price indices, unemployment rates, literacy rates, and census data. In this context, data represents the raw facts and figures which can be used in such a manner in order to capture the useful information out of it.","['data,0.5310099720954895,-0.5586900115013123,1.7674000263214111,0.4482400119304657,0.2234099954366684,-0.3455899953842163,-0.7767900228500366,-0.9611700177192688,1.1669000387191772,0.07427900284528732,0.8147000074386597,-0.05942799896001816,0.06459899991750717,0.0015176000306382775,0.09917899966239929,0.36601999402046204,-0.9872400164604187,-0.8391299843788147,0.159170001745224,-0.7760300040245056,0.7347400188446045,-0.64860999584198,0.46173998713493347,0.00881620030850172,0.5173799991607666,-0.6597599983215332,-0.7401000261306763,-0.13928000628948212,0.08109399676322937,0.20656999945640564,3.565200090408325,-0.8226400017738342,0.5735999941825867,-1.7267999649047852,0.006235599983483553,0.067671999335289,-0.2341099977493286,0.03516300022602081,0.26506999135017395,-0.29965999722480774,0.7432299852371216,-0.45026999711990356,0.19405999779701233,0.48611000180244446,-0.4307500123977661,-0.25209999084472656,1.277400016784668,1.5815000534057617,0.6583799719810486,-0.2097799926996231']"
70,Food,"Food is any substance consumed by an organism for nutritional support. Food is usually of plant, animal, or fungal origin, and contains essential nutrients, such as carbohydrates, fats, proteins, vitamins, or minerals. The substance is ingested by an organism and assimilated by the organism's cells to provide energy, maintain life, or stimulate growth. Different species of animals have different feeding behaviours that satisfy the needs of their unique metabolisms, often evolved to fill a specific ecological niche within specific geographical contexts.","['food,0.4722200036048889,-0.4454500079154968,-0.5183299779891968,-0.2681800127029419,0.4442700147628784,-0.2510800063610077,-0.9928200244903564,-0.9019799828529358,1.8729000091552734,0.03908099979162216,0.14283999800682068,0.07487799972295761,1.0542999505996704,-0.32030001282691956,1.0721999406814575,0.443230003118515,0.009948399849236012,0.1575399935245514,0.5139899849891663,-0.7766799926757812,0.9240000247955322,0.010958000086247921,0.5881500244140625,0.2307800054550171,-0.3428100049495697,-0.884440004825592,-0.31492000818252563,0.12660999596118927,1.1445000171661377,0.6077499985694885,3.4344000816345215,0.6356099843978882,-0.13831999897956848,0.2804499864578247,-0.1618099957704544,0.775409996509552,-0.498879998922348,0.4602000117301941,0.9179900288581848,0.2900699973106384,0.06883999705314636,0.5997800230979919,0.5396699905395508,-0.06175199896097183,1.2975000143051147,0.923229992389679,-0.8094499707221985,0.3493199944496155,0.3393400013446808,0.25499001145362854']"
71,Understanding,"Understanding is a psychological process related to an abstract or physical object, such as a person, situation, or message whereby one is able to use concepts to model that object.
Understanding is a relation between the knower and an object of understanding. Understanding implies abilities and dispositions with respect to an object of knowledge that are sufficient to support intelligent behavior.","['understanding,0.600059986114502,0.9468799829483032,-0.9642999768257141,0.17021000385284424,0.9926599860191345,0.5361400246620178,0.2715199887752533,-0.4725799858570099,0.15651999413967133,0.5913199782371521,0.6688500046730042,0.7122200131416321,-0.24508999288082123,-0.2526499927043915,-0.6055099964141846,0.30928000807762146,0.04772799834609032,-0.33427000045776367,0.9323400259017944,0.22091999650001526,-0.040598999708890915,1.0273000001907349,0.17574000358581543,-0.6786699891090393,1.3827999830245972,-0.8058300018310547,-0.2502399981021881,-0.5333200097084045,0.32719001173973083,-0.11435999721288681,3.1045000553131104,0.4648300111293793,-0.49320998787879944,-1.4276000261306763,-0.3653999865055084,-0.4733699858188629,-0.7887399792671204,0.14077000319957733,-0.15150000154972076,0.4147700071334839,-0.054441001266241074,-1.1136000156402588,0.16433000564575195,0.16586999595165253,0.14348000288009644,0.2955699861049652,0.4728200137615204,1.4055999517440796,-0.2632499933242798,-0.12711000442504883']"
